iso3,Territorio,cod_local,anio,zona,etnia,valor
COL,La Cañada,NA,2021,Rural,Total,0.4702
COL,La Cañada,NA,2022,Rural,Total,0.2806
COL,La Cañada,NA,2023,Rural,Total,0.9
COL,La Cañada,NA,2024,Rural,Total,0.54
COL,La Cañada,NA,2025,Rural,Total,0.548
COL,La Esperanza,NA,2016,Urbano,Total,0.0976
COL,La Esperanza,NA,2017,Urbano,Total,0.1429
COL,La Esperanza,NA,2018,Urbano,Total,0.0839
COL,La Esperanza,NA,2019,Urbano,Total,0.1118
COL,La Esperanza,NA,2020,Urbano,Total,0.1525
COL,La Esperanza,NA,2021,Urbano,Total,0.1436
COL,La Esperanza,NA,2022,Urbano,Total,0.3085
COL,La Esperanza,NA,2023,Urbano,Total,0.2607
COL,La Esperanza,NA,2024,Urbano,Total,0.4902
COL,La Esperanza,NA,2025,Urbano,Total,0.5087
COL,La Primavera,NA,2016,Periurbano,Total,0.0229
COL,La Primavera,NA,2017,Periurbano,Total,0.0681
COL,La Primavera,NA,2018,Periurbano,Total,0.0142
COL,La Primavera,NA,2019,Periurbano,Total,0.1099
COL,La Primavera,NA,2020,Periurbano,Total,0.2448
COL,La Primavera,NA,2021,Periurbano,Total,0.437
COL,La Primavera,NA,2022,Periurbano,Total,0.4354
COL,La Primavera,NA,2023,Periurbano,Total,0.3568
COL,La Primavera,NA,2024,Periurbano,Total,0.4541
COL,La Primavera,NA,2025,Periurbano,Total,0.6686
COL,La Rivera,NA,2016,Urbano,Total,0
COL,La Rivera,NA,2017,Urbano,Total,0.0573
COL,La Rivera,NA,2018,Urbano,Total,0.003
COL,La Rivera,NA,2019,Urbano,Total,0.1564
COL,La Rivera,NA,2020,Urbano,Total,0.0516
COL,La Rivera,NA,2021,Urbano,Total,0.1915
COL,La Rivera,NA,2022,Urbano,Total,0.419
COL,La Rivera,NA,2023,Urbano,Total,0.6977
COL,La Rivera,NA,2024,Urbano,Total,0.4754
COL,La Rivera,NA,2025,Urbano,Total,0.5231
COL,Las Brisas,NA,2016,Rural,Total,0.3619
COL,Las Brisas,NA,2017,Rural,Total,0.1606
COL,Las Brisas,NA,2018,Rural,Total,0.08
COL,Las Brisas,NA,2019,Rural,Total,0
COL,Las Brisas,NA,2020,Rural,Total,0.2173
COL,Las Brisas,NA,2021,Rural,Total,0.3317
COL,Las Brisas,NA,2022,Rural,Total,0.4844
COL,Las Brisas,NA,2023,Rural,Total,0.2937
COL,Las Brisas,NA,2024,Rural,Total,0.467
COL,Las Brisas,NA,2025,Rural,Total,0.5115
COL,Las Palmas,NA,2016,Periurbano,Total,0
COL,Las Palmas,NA,2017,Periurbano,Total,0.1086
COL,Las Palmas,NA,2018,Periurbano,Total,0.2121
COL,Las Palmas,NA,2019,Periurbano,Total,0.0753
COL,Las Palmas,NA,2020,Periurbano,Total,0.3238
COL,Las Palmas,NA,2021,Periurbano,Total,0.1451
COL,Las Palmas,NA,2022,Periurbano,Total,0.5142
COL,Las Palmas,NA,2023,Periurbano,Total,0.5372
COL,Las Palmas,NA,2024,Periurbano,Total,0.651
COL,Las Palmas,NA,2025,Periurbano,Total,0.703
COL,Los Arrayanes,NA,2016,Rural,Total,0
COL,Los Arrayanes,NA,2017,Rural,Total,0.3186
COL,Los Arrayanes,NA,2018,Rural,Total,0.394
COL,Los Arrayanes,NA,2019,Rural,Total,0.3025
COL,Los Arrayanes,NA,2020,Rural,Total,0.1817
COL,Los Arrayanes,NA,2021,Rural,Total,0.1033
COL,Los Arrayanes,NA,2022,Rural,Total,0.3066
COL,Los Arrayanes,NA,2023,Rural,Total,0.355
COL,Los Arrayanes,NA,2024,Rural,Total,0.7461
COL,Los Arrayanes,NA,2025,Rural,Total,0.6774
COL,Los Pinos,NA,2016,Rural,Total,0
COL,Los Pinos,NA,2017,Rural,Total,0
COL,Los Pinos,NA,2018,Rural,Total,0.0512
COL,Los Pinos,NA,2019,Rural,Total,0.3609
COL,Los Pinos,NA,2020,Rural,Total,0.1957
COL,Los Pinos,NA,2021,Rural,Total,0.4902
COL,Los Pinos,NA,2022,Rural,Total,0.6635
COL,Los Pinos,NA,2023,Rural,Total,0.3633
COL,Los Pinos,NA,2024,Rural,Total,0.6324
COL,Los Pinos,NA,2025,Rural,Total,0.8455
COL,Los Álamos,NA,2016,Rural,Total,0
COL,Los Álamos,NA,2017,Rural,Total,0.0488
COL,Los Álamos,NA,2018,Rural,Total,0.1391
COL,Los Álamos,NA,2019,Rural,Total,0.0025
COL,Los Álamos,NA,2020,Rural,Total,0
COL,Los Álamos,NA,2021,Rural,Total,0.0196
COL,Los Álamos,NA,2022,Rural,Total,0.2683
COL,Los Álamos,NA,2023,Rural,Total,0.1906
COL,Los Álamos,NA,2024,Rural,Total,0.4918
COL,Los Álamos,NA,2025,Rural,Total,0.5486
COL,Nueva Esperanza,NA,2016,Periurbano,Total,0
COL,Nueva Esperanza,NA,2017,Periurbano,Total,0.2381
COL,Nueva Esperanza,NA,2018,Periurbano,Total,0.253
COL,Nueva Esperanza,NA,2019,Periurbano,Total,0.2877
COL,Nueva Esperanza,NA,2020,Periurbano,Total,0.1965
COL,Nueva Esperanza,NA,2021,Periurbano,Total,0.3875
COL,Nueva Esperanza,NA,2022,Periurbano,Total,0.4302
COL,Nueva Esperanza,NA,2023,Periurbano,Total,0.184
COL,Nueva Esperanza,NA,2024,Periurbano,Total,0.3101
COL,Nueva Esperanza,NA,2025,Periurbano,Total,0.4882
COL,Nueva Vida,NA,2016,Periurbano,Total,0.1725
COL,Nueva Vida,NA,2017,Periurbano,Total,0.2396
COL,Nueva Vida,NA,2018,Periurbano,Total,0.3373
COL,Nueva Vida,NA,2019,Periurbano,Total,0.3987
COL,Nueva Vida,NA,2020,Periurbano,Total,0.4023
COL,Nueva Vida,NA,2021,Periurbano,Total,0.3028
COL,Nueva Vida,NA,2022,Periurbano,Total,0.2451
COL,Nueva Vida,NA,2023,Periurbano,Total,0.4963
COL,Nueva Vida,NA,2024,Periurbano,Total,0.2971
COL,Nueva Vida,NA,2025,Periurbano,Total,0.3866
COL,Plaza del Valle,NA,2016,Rural,Total,0.1752
COL,Plaza del Valle,NA,2017,Rural,Total,0.0155
COL,Plaza del Valle,NA,2018,Rural,Total,0.0918
COL,Plaza del Valle,NA,2019,Rural,Total,0.2237
COL,Plaza del Valle,NA,2020,Rural,Total,0.6523
COL,Plaza del Valle,NA,2021,Rural,Total,0.6444
COL,Plaza del Valle,NA,2022,Rural,Total,0.3986
COL,Plaza del Valle,NA,2023,Rural,Total,0.574
COL,Plaza del Valle,NA,2024,Rural,Total,0.8014
COL,Plaza del Valle,NA,2025,Rural,Total,0.8824
COL,San Isidro,NA,2016,Rural,Total,0.0331
COL,San Isidro,NA,2017,Rural,Total,0.0702
COL,San Isidro,NA,2018,Rural,Total,0.0244
COL,San Isidro,NA,2019,Rural,Total,0.1898
COL,San Isidro,NA,2020,Rural,Total,0.1873
COL,San Isidro,NA,2021,Rural,Total,0.2933
COL,San Isidro,NA,2022,Rural,Total,0.5794
COL,San Isidro,NA,2023,Rural,Total,0.2912
COL,San Isidro,NA,2024,Rural,Total,0.6307
COL,San Isidro,NA,2025,Rural,Total,0.4175
COL,San Joaquín,NA,2016,Periurbano,Total,0
COL,San Joaquín,NA,2017,Periurbano,Total,0
COL,San Joaquín,NA,2018,Periurbano,Total,0.139
COL,San Joaquín,NA,2019,Periurbano,Total,0.1806
COL,San Joaquín,NA,2020,Periurbano,Total,0.1799
COL,San Joaquín,NA,2021,Periurbano,Total,0.1449
COL,San Joaquín,NA,2022,Periurbano,Total,0.2167
COL,San Joaquín,NA,2023,Periurbano,Total,0.25
COL,San Joaquín,NA,2024,Periurbano,Total,0.4807
COL,San Joaquín,NA,2025,Periurbano,Total,0.399
COL,San Rafael,NA,2016,Urbano,Total,0
COL,San Rafael,NA,2017,Urbano,Total,0.3314
COL,San Rafael,NA,2018,Urbano,Total,0.2541
COL,San Rafael,NA,2019,Urbano,Total,0.1621
COL,San Rafael,NA,2020,Urbano,Total,0.1258
COL,San Rafael,NA,2021,Urbano,Total,0.3202
COL,San Rafael,NA,2022,Urbano,Total,0.455
COL,San Rafael,NA,2023,Urbano,Total,0.4567
COL,San Rafael,NA,2024,Urbano,Total,0.4418
COL,San Rafael,NA,2025,Urbano,Total,0.5724
COL,Santa Ana,NA,2016,Rural,Total,0
COL,Santa Ana,NA,2017,Rural,Total,0
COL,Santa Ana,NA,2018,Rural,Total,0.1458
COL,Santa Ana,NA,2019,Rural,Total,0.5308
COL,Santa Ana,NA,2020,Rural,Total,0.2597
COL,Santa Ana,NA,2021,Rural,Total,0.1074
COL,Santa Ana,NA,2022,Rural,Total,0.1259
COL,Santa Ana,NA,2023,Rural,Total,0.2547
COL,Santa Ana,NA,2024,Rural,Total,0.6622
COL,Santa Ana,NA,2025,Rural,Total,0.8828
COL,Santa Elena,NA,2016,Periurbano,Total,0.0692
COL,Santa Elena,NA,2017,Periurbano,Total,0.4126
COL,Santa Elena,NA,2018,Periurbano,Total,0.3042
COL,Santa Elena,NA,2019,Periurbano,Total,0.5291
COL,Santa Elena,NA,2020,Periurbano,Total,0.4529
COL,Santa Elena,NA,2021,Periurbano,Total,0.2438
COL,Santa Elena,NA,2022,Periurbano,Total,0.4072
COL,Santa Elena,NA,2023,Periurbano,Total,0.737
COL,Santa Elena,NA,2024,Periurbano,Total,0.7986
COL,Santa Elena,NA,2025,Periurbano,Total,0.7796
COL,Santa Lucía,NA,2016,Rural,Total,0.3565
COL,Santa Lucía,NA,2017,Rural,Total,0.3141
COL,Santa Lucía,NA,2018,Rural,Total,0.3304
COL,Santa Lucía,NA,2019,Rural,Total,0
COL,Santa Lucía,NA,2020,Rural,Total,0.3581
COL,Santa Lucía,NA,2021,Rural,Total,0.4841
COL,Santa Lucía,NA,2022,Rural,Total,0.5015
COL,Santa Lucía,NA,2023,Rural,Total,0.3104
COL,Santa Lucía,NA,2024,Rural,Total,0.723
COL,Santa Lucía,NA,2025,Rural,Total,0.7083
COL,Santa Rosa,NA,2016,Periurbano,Total,0
COL,Santa Rosa,NA,2017,Periurbano,Total,0.0076
COL,Santa Rosa,NA,2018,Periurbano,Total,0.0062
COL,Santa Rosa,NA,2019,Periurbano,Total,0
COL,Santa Rosa,NA,2020,Periurbano,Total,0
COL,Santa Rosa,NA,2021,Periurbano,Total,0.1407
COL,Santa Rosa,NA,2022,Periurbano,Total,0.4185
COL,Santa Rosa,NA,2023,Periurbano,Total,0.4649
COL,Santa Rosa,NA,2024,Periurbano,Total,0.2028
COL,Santa Rosa,NA,2025,Periurbano,Total,0.4357
COL,Villa Esperanza,NA,2016,Rural,Total,0
COL,Villa Esperanza,NA,2017,Rural,Total,0
COL,Villa Esperanza,NA,2018,Rural,Total,0.1286
COL,Villa Esperanza,NA,2019,Rural,Total,0.3786
COL,Villa Esperanza,NA,2020,Rural,Total,0.4642
COL,Villa Esperanza,NA,2021,Rural,Total,0.4218
COL,Villa Esperanza,NA,2022,Rural,Total,0.6392
COL,Villa Esperanza,NA,2023,Rural,Total,0.514
COL,Villa Esperanza,NA,2024,Rural,Total,0.376
COL,Villa Esperanza,NA,2025,Rural,Total,0.6397
COL,Villa Norte,NA,2016,Periurbano,Total,0.003
COL,Villa Norte,NA,2017,Periurbano,Total,0.0016
COL,Villa Norte,NA,2018,Periurbano,Total,0.2846
COL,Villa Norte,NA,2019,Periurbano,Total,0.1123
COL,Villa Norte,NA,2020,Periurbano,Total,0.2145
COL,Villa Norte,NA,2021,Periurbano,Total,0.3987
COL,Villa Norte,NA,2022,Periurbano,Total,0.3051
COL,Villa Norte,NA,2023,Periurbano,Total,0.2767
COL,Villa Norte,NA,2024,Periurbano,Total,0.3967
COL,Villa Norte,NA,2025,Periurbano,Total,0.5885
COL,Villa Sur,NA,2016,Rural,Total,0
COL,Villa Sur,NA,2017,Rural,Total,0
COL,Villa Sur,NA,2018,Rural,Total,0
COL,Villa Sur,NA,2019,Rural,Total,0
COL,Villa Sur,NA,2020,Rural,Total,0.267
COL,Villa Sur,NA,2021,Rural,Total,0.3059
COL,Villa Sur,NA,2022,Rural,Total,0.2509
COL,Villa Sur,NA,2023,Rural,Total,0.4324
COL,Villa Sur,NA,2024,Rural,Total,0.5693
COL,Villa Sur,NA,2025,Rural,Total,0.5697
COL,Vista Hermosa,NA,2016,Rural,Total,0
COL,Vista Hermosa,NA,2017,Rural,Total,0.3664
COL,Vista Hermosa,NA,2018,Rural,Total,0.3143
COL,Vista Hermosa,NA,2019,Rural,Total,0.2893
COL,Vista Hermosa,NA,2020,Rural,Total,0.4554
COL,Vista Hermosa,NA,2021,Rural,Total,0.595
COL,Vista Hermosa,NA,2022,Rural,Total,0.3415
COL,Vista Hermosa,NA,2023,Rural,Total,0.2348
COL,Vista Hermosa,NA,2024,Rural,Total,0.5414
COL,Vista Hermosa,NA,2025,Rural,Total,0.4189
