iso3,Territorio,cod_local,anio,sexo,zona,etnia,valor
COL,El Mirador,NA,2016,Mujeres,rural,Indígena,102.9
COL,El Mirador,NA,2016,Mujeres,rural,No indígena,69.2
COL,El Mirador,NA,2016,Mujeres,rural,Total,90.1
COL,El Mirador,NA,2017,Mujeres,rural,Indígena,66.1
COL,El Mirador,NA,2017,Mujeres,rural,No indígena,45.1
COL,El Mirador,NA,2017,Mujeres,rural,Total,60
COL,El Mirador,NA,2018,Mujeres,rural,Indígena,97.8
COL,El Mirador,NA,2018,Mujeres,rural,No indígena,77
COL,El Mirador,NA,2018,Mujeres,rural,Total,92.3
COL,El Mirador,NA,2019,Mujeres,rural,Indígena,45.7
COL,El Mirador,NA,2019,Mujeres,rural,No indígena,26.5
COL,El Mirador,NA,2019,Mujeres,rural,Total,33.7
COL,El Mirador,NA,2020,Mujeres,rural,Indígena,71.6
COL,El Mirador,NA,2020,Mujeres,rural,No indígena,49.7
COL,El Mirador,NA,2020,Mujeres,rural,Total,61.9
COL,El Mirador,NA,2021,Mujeres,rural,Indígena,134.6
COL,El Mirador,NA,2021,Mujeres,rural,No indígena,77.3
COL,El Mirador,NA,2021,Mujeres,rural,Total,104.8
COL,El Mirador,NA,2022,Mujeres,rural,Indígena,50.7
COL,El Mirador,NA,2022,Mujeres,rural,No indígena,35.9
COL,El Mirador,NA,2022,Mujeres,rural,Total,44.7
COL,El Mirador,NA,2023,Mujeres,rural,Indígena,62.4
COL,El Mirador,NA,2023,Mujeres,rural,No indígena,44.1
COL,El Mirador,NA,2023,Mujeres,rural,Total,52.3
COL,El Mirador,NA,2024,Mujeres,rural,Indígena,69.4
COL,El Mirador,NA,2024,Mujeres,rural,No indígena,44.7
COL,El Mirador,NA,2024,Mujeres,rural,Total,57.2
COL,El Mirador,NA,2025,Mujeres,rural,Indígena,82.4
COL,El Mirador,NA,2025,Mujeres,rural,No indígena,60.3
COL,El Mirador,NA,2025,Mujeres,rural,Total,73.8
COL,El Porvenir,NA,2016,Mujeres,rural,Indígena,38.9
COL,El Porvenir,NA,2016,Mujeres,rural,No indígena,28.6
COL,El Porvenir,NA,2016,Mujeres,rural,Total,34.7
COL,El Porvenir,NA,2017,Mujeres,rural,Indígena,43.8
COL,El Porvenir,NA,2017,Mujeres,rural,No indígena,31.1
COL,El Porvenir,NA,2017,Mujeres,rural,Total,38.6
COL,El Porvenir,NA,2018,Mujeres,rural,Indígena,77.8
COL,El Porvenir,NA,2018,Mujeres,rural,No indígena,49.8
COL,El Porvenir,NA,2018,Mujeres,rural,Total,65.1
COL,El Porvenir,NA,2019,Mujeres,rural,Indígena,34.7
COL,El Porvenir,NA,2019,Mujeres,rural,No indígena,23.7
COL,El Porvenir,NA,2019,Mujeres,rural,Total,31
COL,El Porvenir,NA,2020,Mujeres,rural,Indígena,47.4
COL,El Porvenir,NA,2020,Mujeres,rural,No indígena,26.9
COL,El Porvenir,NA,2020,Mujeres,rural,Total,38
COL,El Porvenir,NA,2021,Mujeres,rural,Indígena,89.6
COL,El Porvenir,NA,2021,Mujeres,rural,No indígena,58.5
COL,El Porvenir,NA,2021,Mujeres,rural,Total,75.2
COL,El Porvenir,NA,2022,Mujeres,rural,Indígena,65.1
COL,El Porvenir,NA,2022,Mujeres,rural,No indígena,46.5
COL,El Porvenir,NA,2022,Mujeres,rural,Total,57
COL,El Porvenir,NA,2023,Mujeres,rural,Indígena,35.2
COL,El Porvenir,NA,2023,Mujeres,rural,No indígena,25.5
COL,El Porvenir,NA,2023,Mujeres,rural,Total,29.5
COL,El Porvenir,NA,2024,Mujeres,rural,Indígena,49.4
COL,El Porvenir,NA,2024,Mujeres,rural,No indígena,33.3
COL,El Porvenir,NA,2024,Mujeres,rural,Total,41.6
COL,El Porvenir,NA,2025,Mujeres,rural,Indígena,75.6
COL,El Porvenir,NA,2025,Mujeres,rural,No indígena,56.4
COL,El Porvenir,NA,2025,Mujeres,rural,Total,66.8
COL,La Alameda,NA,2016,Mujeres,rural,Indígena,49.9
COL,La Alameda,NA,2016,Mujeres,rural,No indígena,37.1
COL,La Alameda,NA,2016,Mujeres,rural,Total,44.5
COL,La Alameda,NA,2017,Mujeres,rural,Indígena,34.8
COL,La Alameda,NA,2017,Mujeres,rural,No indígena,26
COL,La Alameda,NA,2017,Mujeres,rural,Total,31.1
COL,La Alameda,NA,2018,Mujeres,rural,Indígena,35.7
COL,La Alameda,NA,2018,Mujeres,rural,No indígena,22.4
COL,La Alameda,NA,2018,Mujeres,rural,Total,28.8
COL,La Alameda,NA,2019,Mujeres,rural,Indígena,45.5
COL,La Alameda,NA,2019,Mujeres,rural,No indígena,30.6
COL,La Alameda,NA,2019,Mujeres,rural,Total,39.2
COL,La Alameda,NA,2020,Mujeres,rural,Indígena,22.8
COL,La Alameda,NA,2020,Mujeres,rural,No indígena,16.9
COL,La Alameda,NA,2020,Mujeres,rural,Total,20.8
COL,La Alameda,NA,2021,Mujeres,rural,Indígena,52.3
COL,La Alameda,NA,2021,Mujeres,rural,No indígena,35.1
COL,La Alameda,NA,2021,Mujeres,rural,Total,45.3
COL,La Alameda,NA,2022,Mujeres,rural,Indígena,51.4
COL,La Alameda,NA,2022,Mujeres,rural,No indígena,33.4
COL,La Alameda,NA,2022,Mujeres,rural,Total,40.7
COL,La Alameda,NA,2023,Mujeres,rural,Indígena,31.6
COL,La Alameda,NA,2023,Mujeres,rural,No indígena,22.4
COL,La Alameda,NA,2023,Mujeres,rural,Total,25.9
COL,La Alameda,NA,2024,Mujeres,rural,Indígena,119
COL,La Alameda,NA,2024,Mujeres,rural,No indígena,84.1
COL,La Alameda,NA,2024,Mujeres,rural,Total,105.6
COL,La Alameda,NA,2025,Mujeres,rural,Indígena,50.2
COL,La Alameda,NA,2025,Mujeres,rural,No indígena,30.4
COL,La Alameda,NA,2025,Mujeres,rural,Total,43.7
COL,La Arboleda,NA,2016,Mujeres,periurbano,Indígena,30.9
COL,La Arboleda,NA,2016,Mujeres,periurbano,No indígena,20.3
COL,La Arboleda,NA,2016,Mujeres,periurbano,Total,24.4
COL,La Arboleda,NA,2017,Mujeres,periurbano,Indígena,11.1
COL,La Arboleda,NA,2017,Mujeres,periurbano,No indígena,7.2
COL,La Arboleda,NA,2017,Mujeres,periurbano,Total,8.9
COL,La Arboleda,NA,2018,Mujeres,periurbano,Indígena,27.2
COL,La Arboleda,NA,2018,Mujeres,periurbano,No indígena,17.6
COL,La Arboleda,NA,2018,Mujeres,periurbano,Total,21.2
COL,La Arboleda,NA,2019,Mujeres,periurbano,Indígena,33.4
COL,La Arboleda,NA,2019,Mujeres,periurbano,No indígena,23
COL,La Arboleda,NA,2019,Mujeres,periurbano,Total,27.2
COL,La Arboleda,NA,2020,Mujeres,periurbano,Indígena,19.2
COL,La Arboleda,NA,2020,Mujeres,periurbano,No indígena,14.2
COL,La Arboleda,NA,2020,Mujeres,periurbano,Total,16.3
COL,La Arboleda,NA,2021,Mujeres,periurbano,Indígena,34.8
COL,La Arboleda,NA,2021,Mujeres,periurbano,No indígena,26.8
COL,La Arboleda,NA,2021,Mujeres,periurbano,Total,29.9
COL,La Arboleda,NA,2022,Mujeres,periurbano,Indígena,31.2
COL,La Arboleda,NA,2022,Mujeres,periurbano,No indígena,18.2
COL,La Arboleda,NA,2022,Mujeres,periurbano,Total,22.1
COL,La Arboleda,NA,2023,Mujeres,periurbano,Indígena,24.9
COL,La Arboleda,NA,2023,Mujeres,periurbano,No indígena,17.1
COL,La Arboleda,NA,2023,Mujeres,periurbano,Total,20.5
COL,La Arboleda,NA,2024,Mujeres,periurbano,Indígena,20.1
COL,La Arboleda,NA,2024,Mujeres,periurbano,No indígena,13.6
COL,La Arboleda,NA,2024,Mujeres,periurbano,Total,16.1
COL,La Arboleda,NA,2025,Mujeres,periurbano,Indígena,17.2
COL,La Arboleda,NA,2025,Mujeres,periurbano,No indígena,11.5
COL,La Arboleda,NA,2025,Mujeres,periurbano,Total,13.6
COL,La Cañada,NA,2016,Mujeres,rural,Indígena,69.2
COL,La Cañada,NA,2016,Mujeres,rural,No indígena,42.9
COL,La Cañada,NA,2016,Mujeres,rural,Total,55.3
COL,La Cañada,NA,2017,Mujeres,rural,Indígena,62.1
COL,La Cañada,NA,2017,Mujeres,rural,No indígena,43
COL,La Cañada,NA,2017,Mujeres,rural,Total,52.9
COL,La Cañada,NA,2018,Mujeres,rural,Indígena,44.7
COL,La Cañada,NA,2018,Mujeres,rural,No indígena,28.7
COL,La Cañada,NA,2018,Mujeres,rural,Total,33.6
COL,La Cañada,NA,2019,Mujeres,rural,Indígena,49.4
COL,La Cañada,NA,2019,Mujeres,rural,No indígena,41.8
COL,La Cañada,NA,2019,Mujeres,rural,Total,47.5
COL,La Cañada,NA,2020,Mujeres,rural,Indígena,47.4
COL,La Cañada,NA,2020,Mujeres,rural,No indígena,35.7
COL,La Cañada,NA,2020,Mujeres,rural,Total,42
COL,La Cañada,NA,2021,Mujeres,rural,Indígena,108.4
COL,La Cañada,NA,2021,Mujeres,rural,No indígena,73.4
COL,La Cañada,NA,2021,Mujeres,rural,Total,91.3
COL,La Cañada,NA,2022,Mujeres,rural,Indígena,40.6
COL,La Cañada,NA,2022,Mujeres,rural,No indígena,30.4
COL,La Cañada,NA,2022,Mujeres,rural,Total,36.2
COL,La Cañada,NA,2023,Mujeres,rural,Indígena,79
COL,La Cañada,NA,2023,Mujeres,rural,No indígena,51.1
COL,La Cañada,NA,2023,Mujeres,rural,Total,62.5
COL,La Cañada,NA,2024,Mujeres,rural,Indígena,47.9
COL,La Cañada,NA,2024,Mujeres,rural,No indígena,34.6
COL,La Cañada,NA,2024,Mujeres,rural,Total,41.1
COL,La Cañada,NA,2025,Mujeres,rural,Indígena,52.6
COL,La Cañada,NA,2025,Mujeres,rural,No indígena,40.8
COL,La Cañada,NA,2025,Mujeres,rural,Total,47.2
COL,La Esperanza,NA,2016,Mujeres,urbano,Indígena,12.5
COL,La Esperanza,NA,2016,Mujeres,urbano,No indígena,8.4
COL,La Esperanza,NA,2016,Mujeres,urbano,Total,9.5
COL,La Esperanza,NA,2017,Mujeres,urbano,Indígena,11
COL,La Esperanza,NA,2017,Mujeres,urbano,No indígena,7.8
COL,La Esperanza,NA,2017,Mujeres,urbano,Total,8.6
COL,La Esperanza,NA,2018,Mujeres,urbano,Indígena,14.5
COL,La Esperanza,NA,2018,Mujeres,urbano,No indígena,9.5
COL,La Esperanza,NA,2018,Mujeres,urbano,Total,10.6
COL,La Esperanza,NA,2019,Mujeres,urbano,Indígena,11
COL,La Esperanza,NA,2019,Mujeres,urbano,No indígena,6.8
COL,La Esperanza,NA,2019,Mujeres,urbano,Total,8.1
COL,La Esperanza,NA,2020,Mujeres,urbano,Indígena,13.3
COL,La Esperanza,NA,2020,Mujeres,urbano,No indígena,9.2
COL,La Esperanza,NA,2020,Mujeres,urbano,Total,10.4
COL,La Esperanza,NA,2021,Mujeres,urbano,Indígena,14.4
COL,La Esperanza,NA,2021,Mujeres,urbano,No indígena,10.3
COL,La Esperanza,NA,2021,Mujeres,urbano,Total,11
COL,La Esperanza,NA,2022,Mujeres,urbano,Indígena,13.2
COL,La Esperanza,NA,2022,Mujeres,urbano,No indígena,9
COL,La Esperanza,NA,2022,Mujeres,urbano,Total,10.5
COL,La Esperanza,NA,2023,Mujeres,urbano,Indígena,11.6
COL,La Esperanza,NA,2023,Mujeres,urbano,No indígena,7.3
COL,La Esperanza,NA,2023,Mujeres,urbano,Total,8.1
COL,La Esperanza,NA,2024,Mujeres,urbano,Indígena,8.4
COL,La Esperanza,NA,2024,Mujeres,urbano,No indígena,6.1
COL,La Esperanza,NA,2024,Mujeres,urbano,Total,6.7
COL,La Esperanza,NA,2025,Mujeres,urbano,Indígena,10
COL,La Esperanza,NA,2025,Mujeres,urbano,No indígena,7.7
COL,La Esperanza,NA,2025,Mujeres,urbano,Total,8.3
COL,La Primavera,NA,2016,Mujeres,periurbano,Indígena,99.1
COL,La Primavera,NA,2016,Mujeres,periurbano,No indígena,70.9
COL,La Primavera,NA,2016,Mujeres,periurbano,Total,82.1
COL,La Primavera,NA,2017,Mujeres,periurbano,Indígena,52.1
COL,La Primavera,NA,2017,Mujeres,periurbano,No indígena,38.9
COL,La Primavera,NA,2017,Mujeres,periurbano,Total,44.7
COL,La Primavera,NA,2018,Mujeres,periurbano,Indígena,50.9
COL,La Primavera,NA,2018,Mujeres,periurbano,No indígena,35.5
COL,La Primavera,NA,2018,Mujeres,periurbano,Total,42.5
COL,La Primavera,NA,2019,Mujeres,periurbano,Indígena,48.6
COL,La Primavera,NA,2019,Mujeres,periurbano,No indígena,34
COL,La Primavera,NA,2019,Mujeres,periurbano,Total,40.7
COL,La Primavera,NA,2020,Mujeres,periurbano,Indígena,63.1
COL,La Primavera,NA,2020,Mujeres,periurbano,No indígena,39.6
COL,La Primavera,NA,2020,Mujeres,periurbano,Total,48.6
COL,La Primavera,NA,2021,Mujeres,periurbano,Indígena,59.3
COL,La Primavera,NA,2021,Mujeres,periurbano,No indígena,43.3
COL,La Primavera,NA,2021,Mujeres,periurbano,Total,47.9
COL,La Primavera,NA,2022,Mujeres,periurbano,Indígena,82.2
COL,La Primavera,NA,2022,Mujeres,periurbano,No indígena,51.2
COL,La Primavera,NA,2022,Mujeres,periurbano,Total,62.7
COL,La Primavera,NA,2023,Mujeres,periurbano,Indígena,97.4
COL,La Primavera,NA,2023,Mujeres,periurbano,No indígena,68
COL,La Primavera,NA,2023,Mujeres,periurbano,Total,77.9
COL,La Primavera,NA,2024,Mujeres,periurbano,Indígena,50.1
COL,La Primavera,NA,2024,Mujeres,periurbano,No indígena,36.2
COL,La Primavera,NA,2024,Mujeres,periurbano,Total,41.4
COL,La Primavera,NA,2025,Mujeres,periurbano,Indígena,22
COL,La Primavera,NA,2025,Mujeres,periurbano,No indígena,15
COL,La Primavera,NA,2025,Mujeres,periurbano,Total,17.4
COL,La Rivera,NA,2016,Mujeres,urbano,Indígena,11.2
COL,La Rivera,NA,2016,Mujeres,urbano,No indígena,7.8
COL,La Rivera,NA,2016,Mujeres,urbano,Total,8.6
COL,La Rivera,NA,2017,Mujeres,urbano,Indígena,12.3
COL,La Rivera,NA,2017,Mujeres,urbano,No indígena,8.5
COL,La Rivera,NA,2017,Mujeres,urbano,Total,9.1
COL,La Rivera,NA,2018,Mujeres,urbano,Indígena,9.4
COL,La Rivera,NA,2018,Mujeres,urbano,No indígena,7.3
COL,La Rivera,NA,2018,Mujeres,urbano,Total,7.9
COL,La Rivera,NA,2019,Mujeres,urbano,Indígena,11.2
COL,La Rivera,NA,2019,Mujeres,urbano,No indígena,6.8
COL,La Rivera,NA,2019,Mujeres,urbano,Total,7.7
COL,La Rivera,NA,2020,Mujeres,urbano,Indígena,18.3
COL,La Rivera,NA,2020,Mujeres,urbano,No indígena,11.8
COL,La Rivera,NA,2020,Mujeres,urbano,Total,13.4
COL,La Rivera,NA,2021,Mujeres,urbano,Indígena,13.6
COL,La Rivera,NA,2021,Mujeres,urbano,No indígena,9.6
COL,La Rivera,NA,2021,Mujeres,urbano,Total,10.8
COL,La Rivera,NA,2022,Mujeres,urbano,Indígena,16.4
COL,La Rivera,NA,2022,Mujeres,urbano,No indígena,10.9
COL,La Rivera,NA,2022,Mujeres,urbano,Total,12.7
COL,La Rivera,NA,2023,Mujeres,urbano,Indígena,14.8
COL,La Rivera,NA,2023,Mujeres,urbano,No indígena,10
COL,La Rivera,NA,2023,Mujeres,urbano,Total,11.2
COL,La Rivera,NA,2024,Mujeres,urbano,Indígena,13.6
COL,La Rivera,NA,2024,Mujeres,urbano,No indígena,10
COL,La Rivera,NA,2024,Mujeres,urbano,Total,10.8
COL,La Rivera,NA,2025,Mujeres,urbano,Indígena,10.3
COL,La Rivera,NA,2025,Mujeres,urbano,No indígena,7.7
COL,La Rivera,NA,2025,Mujeres,urbano,Total,8.6
COL,Las Brisas,NA,2016,Mujeres,rural,Indígena,15.5
COL,Las Brisas,NA,2016,Mujeres,rural,No indígena,10.6
COL,Las Brisas,NA,2016,Mujeres,rural,Total,13.9
COL,Las Brisas,NA,2017,Mujeres,rural,Indígena,53
COL,Las Brisas,NA,2017,Mujeres,rural,No indígena,33.5
COL,Las Brisas,NA,2017,Mujeres,rural,Total,44.8
COL,Las Brisas,NA,2018,Mujeres,rural,Indígena,47.9
COL,Las Brisas,NA,2018,Mujeres,rural,No indígena,32.9
COL,Las Brisas,NA,2018,Mujeres,rural,Total,40.7
COL,Las Brisas,NA,2019,Mujeres,rural,Indígena,82.5
COL,Las Brisas,NA,2019,Mujeres,rural,No indígena,56
COL,Las Brisas,NA,2019,Mujeres,rural,Total,68.4
COL,Las Brisas,NA,2020,Mujeres,rural,Indígena,32.1
COL,Las Brisas,NA,2020,Mujeres,rural,No indígena,28.5
COL,Las Brisas,NA,2020,Mujeres,rural,Total,31.3
COL,Las Brisas,NA,2021,Mujeres,rural,Indígena,44.4
COL,Las Brisas,NA,2021,Mujeres,rural,No indígena,28.1
COL,Las Brisas,NA,2021,Mujeres,rural,Total,32.7
COL,Las Brisas,NA,2022,Mujeres,rural,Indígena,56.6
COL,Las Brisas,NA,2022,Mujeres,rural,No indígena,38.9
