iso3,Territorio,cod_local,anio,zona,etnia,valor
COL,La Alameda,NA,2024,rural,Total,0.3575
COL,La Alameda,NA,2025,rural,Indígena,0.3296
COL,La Alameda,NA,2025,rural,No indígena,0.3396
COL,La Alameda,NA,2025,rural,Total,0.335
COL,La Arboleda,NA,2016,periurbano,Indígena,NA
COL,La Arboleda,NA,2016,periurbano,No indígena,NA
COL,La Arboleda,NA,2016,periurbano,Total,NA
COL,La Arboleda,NA,2017,periurbano,Indígena,NA
COL,La Arboleda,NA,2017,periurbano,No indígena,NA
COL,La Arboleda,NA,2017,periurbano,Total,NA
COL,La Arboleda,NA,2018,periurbano,Indígena,NA
COL,La Arboleda,NA,2018,periurbano,No indígena,NA
COL,La Arboleda,NA,2018,periurbano,Total,NA
COL,La Arboleda,NA,2019,periurbano,Indígena,NA
COL,La Arboleda,NA,2019,periurbano,No indígena,NA
COL,La Arboleda,NA,2019,periurbano,Total,NA
COL,La Arboleda,NA,2020,periurbano,Indígena,0.1344
COL,La Arboleda,NA,2020,periurbano,No indígena,0.1944
COL,La Arboleda,NA,2020,periurbano,Total,0.1766
COL,La Arboleda,NA,2021,periurbano,Indígena,0.0561
COL,La Arboleda,NA,2021,periurbano,No indígena,0.1161
COL,La Arboleda,NA,2021,periurbano,Total,0.0986
COL,La Arboleda,NA,2022,periurbano,Indígena,0.1393
COL,La Arboleda,NA,2022,periurbano,No indígena,0.1993
COL,La Arboleda,NA,2022,periurbano,Total,0.1809
COL,La Arboleda,NA,2023,periurbano,Indígena,0.4306
COL,La Arboleda,NA,2023,periurbano,No indígena,0.4406
COL,La Arboleda,NA,2023,periurbano,Total,0.4375
COL,La Arboleda,NA,2024,periurbano,Indígena,0.2942
COL,La Arboleda,NA,2024,periurbano,No indígena,0.3042
COL,La Arboleda,NA,2024,periurbano,Total,0.3012
COL,La Arboleda,NA,2025,periurbano,Indígena,0.3832
COL,La Arboleda,NA,2025,periurbano,No indígena,0.3932
COL,La Arboleda,NA,2025,periurbano,Total,0.3901
COL,La Cañada,NA,2016,rural,Indígena,NA
COL,La Cañada,NA,2016,rural,No indígena,NA
COL,La Cañada,NA,2016,rural,Total,NA
COL,La Cañada,NA,2017,rural,Indígena,NA
COL,La Cañada,NA,2017,rural,No indígena,NA
COL,La Cañada,NA,2017,rural,Total,NA
COL,La Cañada,NA,2018,rural,Indígena,NA
COL,La Cañada,NA,2018,rural,No indígena,NA
COL,La Cañada,NA,2018,rural,Total,NA
COL,La Cañada,NA,2019,rural,Indígena,NA
COL,La Cañada,NA,2019,rural,No indígena,NA
COL,La Cañada,NA,2019,rural,Total,NA
COL,La Cañada,NA,2020,rural,Indígena,0
COL,La Cañada,NA,2020,rural,No indígena,0
COL,La Cañada,NA,2020,rural,Total,0
COL,La Cañada,NA,2021,rural,Indígena,0
COL,La Cañada,NA,2021,rural,No indígena,0.0567
COL,La Cañada,NA,2021,rural,Total,0.0305
COL,La Cañada,NA,2022,rural,Indígena,0.0172
COL,La Cañada,NA,2022,rural,No indígena,0.0772
COL,La Cañada,NA,2022,rural,Total,0.0505
COL,La Cañada,NA,2023,rural,Indígena,0.2182
COL,La Cañada,NA,2023,rural,No indígena,0.2282
COL,La Cañada,NA,2023,rural,Total,0.2236
COL,La Cañada,NA,2024,rural,Indígena,0.3249
COL,La Cañada,NA,2024,rural,No indígena,0.3349
COL,La Cañada,NA,2024,rural,Total,0.3303
COL,La Cañada,NA,2025,rural,Indígena,0.3339
COL,La Cañada,NA,2025,rural,No indígena,0.3439
COL,La Cañada,NA,2025,rural,Total,0.3392
COL,La Esperanza,NA,2016,urbano,Indígena,NA
COL,La Esperanza,NA,2016,urbano,No indígena,NA
COL,La Esperanza,NA,2016,urbano,Total,NA
COL,La Esperanza,NA,2017,urbano,Indígena,NA
COL,La Esperanza,NA,2017,urbano,No indígena,NA
COL,La Esperanza,NA,2017,urbano,Total,NA
COL,La Esperanza,NA,2018,urbano,Indígena,NA
COL,La Esperanza,NA,2018,urbano,No indígena,NA
COL,La Esperanza,NA,2018,urbano,Total,NA
COL,La Esperanza,NA,2019,urbano,Indígena,NA
COL,La Esperanza,NA,2019,urbano,No indígena,NA
COL,La Esperanza,NA,2019,urbano,Total,NA
COL,La Esperanza,NA,2020,urbano,Indígena,0.0954
COL,La Esperanza,NA,2020,urbano,No indígena,0.1554
COL,La Esperanza,NA,2020,urbano,Total,0.1466
COL,La Esperanza,NA,2021,urbano,Indígena,0.1656
COL,La Esperanza,NA,2021,urbano,No indígena,0.2256
COL,La Esperanza,NA,2021,urbano,Total,0.2165
COL,La Esperanza,NA,2022,urbano,Indígena,0.2107
COL,La Esperanza,NA,2022,urbano,No indígena,0.2707
COL,La Esperanza,NA,2022,urbano,Total,0.2616
COL,La Esperanza,NA,2023,urbano,Indígena,0.429
COL,La Esperanza,NA,2023,urbano,No indígena,0.439
COL,La Esperanza,NA,2023,urbano,Total,0.4375
COL,La Esperanza,NA,2024,urbano,Indígena,0.5204
COL,La Esperanza,NA,2024,urbano,No indígena,0.5304
COL,La Esperanza,NA,2024,urbano,Total,0.5289
COL,La Esperanza,NA,2025,urbano,Indígena,0.64
COL,La Esperanza,NA,2025,urbano,No indígena,0.65
COL,La Esperanza,NA,2025,urbano,Total,0.6484
COL,La Primavera,NA,2016,periurbano,Indígena,NA
COL,La Primavera,NA,2016,periurbano,No indígena,NA
COL,La Primavera,NA,2016,periurbano,Total,NA
COL,La Primavera,NA,2017,periurbano,Indígena,NA
COL,La Primavera,NA,2017,periurbano,No indígena,NA
COL,La Primavera,NA,2017,periurbano,Total,NA
COL,La Primavera,NA,2018,periurbano,Indígena,NA
COL,La Primavera,NA,2018,periurbano,No indígena,NA
COL,La Primavera,NA,2018,periurbano,Total,NA
COL,La Primavera,NA,2019,periurbano,Indígena,NA
COL,La Primavera,NA,2019,periurbano,No indígena,NA
COL,La Primavera,NA,2019,periurbano,Total,NA
COL,La Primavera,NA,2020,periurbano,Indígena,0.0238
COL,La Primavera,NA,2020,periurbano,No indígena,0.0838
COL,La Primavera,NA,2020,periurbano,Total,0.0654
COL,La Primavera,NA,2021,periurbano,Indígena,0.0864
COL,La Primavera,NA,2021,periurbano,No indígena,0.1464
COL,La Primavera,NA,2021,periurbano,Total,0.1284
COL,La Primavera,NA,2022,periurbano,Indígena,0.2377
COL,La Primavera,NA,2022,periurbano,No indígena,0.2977
COL,La Primavera,NA,2022,periurbano,Total,0.28
COL,La Primavera,NA,2023,periurbano,Indígena,0.5401
COL,La Primavera,NA,2023,periurbano,No indígena,0.5501
COL,La Primavera,NA,2023,periurbano,Total,0.5472
COL,La Primavera,NA,2024,periurbano,Indígena,0.4222
COL,La Primavera,NA,2024,periurbano,No indígena,0.4322
COL,La Primavera,NA,2024,periurbano,Total,0.4293
COL,La Primavera,NA,2025,periurbano,Indígena,0.374
COL,La Primavera,NA,2025,periurbano,No indígena,0.384
COL,La Primavera,NA,2025,periurbano,Total,0.381
COL,La Rivera,NA,2016,urbano,Indígena,NA
COL,La Rivera,NA,2016,urbano,No indígena,NA
COL,La Rivera,NA,2016,urbano,Total,NA
COL,La Rivera,NA,2017,urbano,Indígena,NA
COL,La Rivera,NA,2017,urbano,No indígena,NA
COL,La Rivera,NA,2017,urbano,Total,NA
COL,La Rivera,NA,2018,urbano,Indígena,NA
COL,La Rivera,NA,2018,urbano,No indígena,NA
COL,La Rivera,NA,2018,urbano,Total,NA
COL,La Rivera,NA,2019,urbano,Indígena,NA
COL,La Rivera,NA,2019,urbano,No indígena,NA
COL,La Rivera,NA,2019,urbano,Total,NA
COL,La Rivera,NA,2020,urbano,Indígena,0
COL,La Rivera,NA,2020,urbano,No indígena,0.0515
COL,La Rivera,NA,2020,urbano,Total,0.0437
COL,La Rivera,NA,2021,urbano,Indígena,0.0665
COL,La Rivera,NA,2021,urbano,No indígena,0.1265
COL,La Rivera,NA,2021,urbano,Total,0.1175
COL,La Rivera,NA,2022,urbano,Indígena,0.1829
COL,La Rivera,NA,2022,urbano,No indígena,0.2429
COL,La Rivera,NA,2022,urbano,Total,0.2341
COL,La Rivera,NA,2023,urbano,Indígena,0.43120000000000003
COL,La Rivera,NA,2023,urbano,No indígena,0.4412
COL,La Rivera,NA,2023,urbano,Total,0.4398
COL,La Rivera,NA,2024,urbano,Indígena,0.4808
COL,La Rivera,NA,2024,urbano,No indígena,0.4908
COL,La Rivera,NA,2024,urbano,Total,0.4893
COL,La Rivera,NA,2025,urbano,Indígena,0.5496
COL,La Rivera,NA,2025,urbano,No indígena,0.5596
COL,La Rivera,NA,2025,urbano,Total,0.5582
COL,Las Brisas,NA,2016,rural,Indígena,NA
COL,Las Brisas,NA,2016,rural,No indígena,NA
COL,Las Brisas,NA,2016,rural,Total,NA
COL,Las Brisas,NA,2017,rural,Indígena,NA
COL,Las Brisas,NA,2017,rural,No indígena,NA
COL,Las Brisas,NA,2017,rural,Total,NA
COL,Las Brisas,NA,2018,rural,Indígena,NA
COL,Las Brisas,NA,2018,rural,No indígena,NA
COL,Las Brisas,NA,2018,rural,Total,NA
COL,Las Brisas,NA,2019,rural,Indígena,NA
COL,Las Brisas,NA,2019,rural,No indígena,NA
COL,Las Brisas,NA,2019,rural,Total,NA
COL,Las Brisas,NA,2020,rural,Indígena,0
COL,Las Brisas,NA,2020,rural,No indígena,0.0016
COL,Las Brisas,NA,2020,rural,Total,9e-4
COL,Las Brisas,NA,2021,rural,Indígena,0.1393
COL,Las Brisas,NA,2021,rural,No indígena,0.1993
COL,Las Brisas,NA,2021,rural,Total,0.1726
COL,Las Brisas,NA,2022,rural,Indígena,0.0985
COL,Las Brisas,NA,2022,rural,No indígena,0.1585
COL,Las Brisas,NA,2022,rural,Total,0.1319
COL,Las Brisas,NA,2023,rural,Indígena,0.2016
COL,Las Brisas,NA,2023,rural,No indígena,0.2116
COL,Las Brisas,NA,2023,rural,Total,0.2072
COL,Las Brisas,NA,2024,rural,Indígena,0.2897
COL,Las Brisas,NA,2024,rural,No indígena,0.2997
COL,Las Brisas,NA,2024,rural,Total,0.2952
COL,Las Brisas,NA,2025,rural,Indígena,0.4266
COL,Las Brisas,NA,2025,rural,No indígena,0.4366
COL,Las Brisas,NA,2025,rural,Total,0.4321
COL,Las Palmas,NA,2016,periurbano,Indígena,NA
COL,Las Palmas,NA,2016,periurbano,No indígena,NA
COL,Las Palmas,NA,2016,periurbano,Total,NA
COL,Las Palmas,NA,2017,periurbano,Indígena,NA
COL,Las Palmas,NA,2017,periurbano,No indígena,NA
COL,Las Palmas,NA,2017,periurbano,Total,NA
COL,Las Palmas,NA,2018,periurbano,Indígena,NA
COL,Las Palmas,NA,2018,periurbano,No indígena,NA
COL,Las Palmas,NA,2018,periurbano,Total,NA
COL,Las Palmas,NA,2019,periurbano,Indígena,NA
COL,Las Palmas,NA,2019,periurbano,No indígena,NA
COL,Las Palmas,NA,2019,periurbano,Total,NA
COL,Las Palmas,NA,2020,periurbano,Indígena,0
COL,Las Palmas,NA,2020,periurbano,No indígena,0
COL,Las Palmas,NA,2020,periurbano,Total,0
COL,Las Palmas,NA,2021,periurbano,Indígena,0.1189
COL,Las Palmas,NA,2021,periurbano,No indígena,0.1789
COL,Las Palmas,NA,2021,periurbano,Total,0.1608
COL,Las Palmas,NA,2022,periurbano,Indígena,0.1974
COL,Las Palmas,NA,2022,periurbano,No indígena,0.2574
COL,Las Palmas,NA,2022,periurbano,Total,0.2397
COL,Las Palmas,NA,2023,periurbano,Indígena,0.4977
COL,Las Palmas,NA,2023,periurbano,No indígena,0.5077
COL,Las Palmas,NA,2023,periurbano,Total,0.5047
COL,Las Palmas,NA,2024,periurbano,Indígena,0.4961
COL,Las Palmas,NA,2024,periurbano,No indígena,0.5061
COL,Las Palmas,NA,2024,periurbano,Total,0.503
COL,Las Palmas,NA,2025,periurbano,Indígena,0.4135
COL,Las Palmas,NA,2025,periurbano,No indígena,0.4235
COL,Las Palmas,NA,2025,periurbano,Total,0.4205
COL,Los Arrayanes,NA,2016,rural,Indígena,NA
COL,Los Arrayanes,NA,2016,rural,No indígena,NA
COL,Los Arrayanes,NA,2016,rural,Total,NA
COL,Los Arrayanes,NA,2017,rural,Indígena,NA
COL,Los Arrayanes,NA,2017,rural,No indígena,NA
COL,Los Arrayanes,NA,2017,rural,Total,NA
COL,Los Arrayanes,NA,2018,rural,Indígena,NA
COL,Los Arrayanes,NA,2018,rural,No indígena,NA
COL,Los Arrayanes,NA,2018,rural,Total,NA
COL,Los Arrayanes,NA,2019,rural,Indígena,NA
COL,Los Arrayanes,NA,2019,rural,No indígena,NA
COL,Los Arrayanes,NA,2019,rural,Total,NA
COL,Los Arrayanes,NA,2020,rural,Indígena,0
COL,Los Arrayanes,NA,2020,rural,No indígena,0
COL,Los Arrayanes,NA,2020,rural,Total,0
COL,Los Arrayanes,NA,2021,rural,Indígena,0.1013
COL,Los Arrayanes,NA,2021,rural,No indígena,0.1613
COL,Los Arrayanes,NA,2021,rural,Total,0.1343
COL,Los Arrayanes,NA,2022,rural,Indígena,0.2318
COL,Los Arrayanes,NA,2022,rural,No indígena,0.2918
COL,Los Arrayanes,NA,2022,rural,Total,0.2661
COL,Los Arrayanes,NA,2023,rural,Indígena,0.3517
COL,Los Arrayanes,NA,2023,rural,No indígena,0.3617
COL,Los Arrayanes,NA,2023,rural,Total,0.3574
COL,Los Arrayanes,NA,2024,rural,Indígena,0.1297
COL,Los Arrayanes,NA,2024,rural,No indígena,0.1397
COL,Los Arrayanes,NA,2024,rural,Total,0.1352
COL,Los Arrayanes,NA,2025,rural,Indígena,0.3474
COL,Los Arrayanes,NA,2025,rural,No indígena,0.3574
COL,Los Arrayanes,NA,2025,rural,Total,0.3529
COL,Los Pinos,NA,2016,rural,Indígena,NA
COL,Los Pinos,NA,2016,rural,No indígena,NA
COL,Los Pinos,NA,2016,rural,Total,NA
COL,Los Pinos,NA,2017,rural,Indígena,NA
COL,Los Pinos,NA,2017,rural,No indígena,NA
COL,Los Pinos,NA,2017,rural,Total,NA
COL,Los Pinos,NA,2018,rural,Indígena,NA
COL,Los Pinos,NA,2018,rural,No indígena,NA
COL,Los Pinos,NA,2018,rural,Total,NA
COL,Los Pinos,NA,2019,rural,Indígena,NA
COL,Los Pinos,NA,2019,rural,No indígena,NA
COL,Los Pinos,NA,2019,rural,Total,NA
COL,Los Pinos,NA,2020,rural,Indígena,0.0692
COL,Los Pinos,NA,2020,rural,No indígena,0.1292
COL,Los Pinos,NA,2020,rural,Total,0.1021
