iso3,Territorio,cod_local,anio,zona,etnia,valor
COL,San Martín del Valle,NA,2020,periurbano,No indígena,0.0658
COL,San Martín del Valle,NA,2020,periurbano,Total,0.0542
COL,San Martín del Valle,NA,2020,rural,Indígena,0.0232
COL,San Martín del Valle,NA,2020,rural,No indígena,0.0556
COL,San Martín del Valle,NA,2020,rural,Total,0.041
COL,San Martín del Valle,NA,2020,urbano,Indígena,0.0273
COL,San Martín del Valle,NA,2020,urbano,No indígena,0.0844
COL,San Martín del Valle,NA,2020,urbano,Total,0.0759
COL,San Martín del Valle,NA,2021,Total,Indígena,0.073
COL,San Martín del Valle,NA,2021,Total,No indígena,0.136
COL,San Martín del Valle,NA,2021,Total,Total,0.1163
COL,San Martín del Valle,NA,2021,periurbano,Indígena,0.084
COL,San Martín del Valle,NA,2021,periurbano,No indígena,0.1389
COL,San Martín del Valle,NA,2021,periurbano,Total,0.1224
COL,San Martín del Valle,NA,2021,rural,Indígena,0.0498
COL,San Martín del Valle,NA,2021,rural,No indígena,0.0852
COL,San Martín del Valle,NA,2021,rural,Total,0.0693
COL,San Martín del Valle,NA,2021,urbano,Indígena,0.1176
COL,San Martín del Valle,NA,2021,urbano,No indígena,0.1771
COL,San Martín del Valle,NA,2021,urbano,Total,0.1681
COL,San Martín del Valle,NA,2022,Total,Indígena,0.1048
COL,San Martín del Valle,NA,2022,Total,No indígena,0.1853
COL,San Martín del Valle,NA,2022,Total,Total,0.16
COL,San Martín del Valle,NA,2022,periurbano,Indígena,0.1272
COL,San Martín del Valle,NA,2022,periurbano,No indígena,0.1853
COL,San Martín del Valle,NA,2022,periurbano,Total,0.1678
COL,San Martín del Valle,NA,2022,rural,Indígena,0.0569
COL,San Martín del Valle,NA,2022,rural,No indígena,0.1043
COL,San Martín del Valle,NA,2022,rural,Total,0.083
COL,San Martín del Valle,NA,2022,urbano,Indígena,0.2006
COL,San Martín del Valle,NA,2022,urbano,No indígena,0.2604
COL,San Martín del Valle,NA,2022,urbano,Total,0.2515
COL,San Martín del Valle,NA,2023,Total,Indígena,0.3629
COL,San Martín del Valle,NA,2023,Total,No indígena,0.41
COL,San Martín del Valle,NA,2023,Total,Total,0.3952
COL,San Martín del Valle,NA,2023,periurbano,Indígena,0.4535
COL,San Martín del Valle,NA,2023,periurbano,No indígena,0.4589
COL,San Martín del Valle,NA,2023,periurbano,Total,0.4573
COL,San Martín del Valle,NA,2023,rural,Indígena,0.2389
COL,San Martín del Valle,NA,2023,rural,No indígena,0.2501
COL,San Martín del Valle,NA,2023,rural,Total,0.245
COL,San Martín del Valle,NA,2023,urbano,Indígena,0.4484
COL,San Martín del Valle,NA,2023,urbano,No indígena,0.4582
COL,San Martín del Valle,NA,2023,urbano,Total,0.4567
COL,San Martín del Valle,NA,2024,Total,Indígena,0.3816
COL,San Martín del Valle,NA,2024,Total,No indígena,0.4387
COL,San Martín del Valle,NA,2024,Total,Total,0.4208
COL,San Martín del Valle,NA,2024,periurbano,Indígena,0.4573
COL,San Martín del Valle,NA,2024,periurbano,No indígena,0.4626
COL,San Martín del Valle,NA,2024,periurbano,Total,0.461
COL,San Martín del Valle,NA,2024,rural,Indígena,0.2586
COL,San Martín del Valle,NA,2024,rural,No indígena,0.2683
COL,San Martín del Valle,NA,2024,rural,Total,0.2639
COL,San Martín del Valle,NA,2024,urbano,Indígena,0.538
COL,San Martín del Valle,NA,2024,urbano,No indígena,0.5474
COL,San Martín del Valle,NA,2024,urbano,Total,0.546
COL,San Martín del Valle,NA,2025,Total,Indígena,0.4427
COL,San Martín del Valle,NA,2025,Total,No indígena,0.5052
COL,San Martín del Valle,NA,2025,Total,Total,0.4855
COL,San Martín del Valle,NA,2025,periurbano,Indígena,0.511
COL,San Martín del Valle,NA,2025,periurbano,No indígena,0.5194
COL,San Martín del Valle,NA,2025,periurbano,Total,0.5169
COL,San Martín del Valle,NA,2025,rural,Indígena,0.3207
COL,San Martín del Valle,NA,2025,rural,No indígena,0.3302
COL,San Martín del Valle,NA,2025,rural,Total,0.3259
COL,San Martín del Valle,NA,2025,urbano,Indígena,0.6296
COL,San Martín del Valle,NA,2025,urbano,No indígena,0.6385
COL,San Martín del Valle,NA,2025,urbano,Total,0.6371
