iso3,Territorio,cod_local,anio,zona,etnia,valor
COL,Bosques del Valle,NA,2018,Periurbano,Total,0.4894
COL,Bosques del Valle,NA,2019,Periurbano,Indígena,0.2637
COL,Bosques del Valle,NA,2019,Periurbano,No indígena,0.3037
COL,Bosques del Valle,NA,2019,Periurbano,Total,0.2837
COL,Bosques del Valle,NA,2020,Periurbano,Indígena,0.284
COL,Bosques del Valle,NA,2020,Periurbano,No indígena,0.324
COL,Bosques del Valle,NA,2020,Periurbano,Total,0.304
COL,Bosques del Valle,NA,2021,Periurbano,Indígena,0
COL,Bosques del Valle,NA,2021,Periurbano,No indígena,0
COL,Bosques del Valle,NA,2021,Periurbano,Total,0
COL,Bosques del Valle,NA,2022,Periurbano,Indígena,0.2802
COL,Bosques del Valle,NA,2022,Periurbano,No indígena,0.3202
COL,Bosques del Valle,NA,2022,Periurbano,Total,0.3002
COL,Bosques del Valle,NA,2023,Periurbano,Indígena,0.3934
COL,Bosques del Valle,NA,2023,Periurbano,No indígena,0.4334
COL,Bosques del Valle,NA,2023,Periurbano,Total,0.4134
COL,Bosques del Valle,NA,2024,Periurbano,Indígena,0.4855
COL,Bosques del Valle,NA,2024,Periurbano,No indígena,0.5255
COL,Bosques del Valle,NA,2024,Periurbano,Total,0.5055
COL,Bosques del Valle,NA,2025,Periurbano,Indígena,0.234
COL,Bosques del Valle,NA,2025,Periurbano,No indígena,0.274
COL,Bosques del Valle,NA,2025,Periurbano,Total,0.254
COL,Colinas del Valle,NA,2016,Rural,Indígena,0
COL,Colinas del Valle,NA,2016,Rural,No indígena,0
COL,Colinas del Valle,NA,2016,Rural,Total,0
COL,Colinas del Valle,NA,2017,Rural,Indígena,0.0698
COL,Colinas del Valle,NA,2017,Rural,No indígena,0.1098
COL,Colinas del Valle,NA,2017,Rural,Total,0.0898
COL,Colinas del Valle,NA,2018,Rural,Indígena,0.3699
COL,Colinas del Valle,NA,2018,Rural,No indígena,0.4099
COL,Colinas del Valle,NA,2018,Rural,Total,0.3899
COL,Colinas del Valle,NA,2019,Rural,Indígena,0.2989
COL,Colinas del Valle,NA,2019,Rural,No indígena,0.3389
COL,Colinas del Valle,NA,2019,Rural,Total,0.3189
COL,Colinas del Valle,NA,2020,Rural,Indígena,0.4286
COL,Colinas del Valle,NA,2020,Rural,No indígena,0.4686
COL,Colinas del Valle,NA,2020,Rural,Total,0.4486
COL,Colinas del Valle,NA,2021,Rural,Indígena,0.2482
COL,Colinas del Valle,NA,2021,Rural,No indígena,0.2882
COL,Colinas del Valle,NA,2021,Rural,Total,0.2682
COL,Colinas del Valle,NA,2022,Rural,Indígena,0.2786
COL,Colinas del Valle,NA,2022,Rural,No indígena,0.3186
COL,Colinas del Valle,NA,2022,Rural,Total,0.2986
COL,Colinas del Valle,NA,2023,Rural,Indígena,0.2269
COL,Colinas del Valle,NA,2023,Rural,No indígena,0.2669
COL,Colinas del Valle,NA,2023,Rural,Total,0.2469
COL,Colinas del Valle,NA,2024,Rural,Indígena,0.5102
COL,Colinas del Valle,NA,2024,Rural,No indígena,0.5502
COL,Colinas del Valle,NA,2024,Rural,Total,0.5302
COL,Colinas del Valle,NA,2025,Rural,Indígena,0.4753
COL,Colinas del Valle,NA,2025,Rural,No indígena,0.5153
COL,Colinas del Valle,NA,2025,Rural,Total,0.4953
COL,El Carmen,NA,2016,Periurbano,Indígena,0.1868
COL,El Carmen,NA,2016,Periurbano,No indígena,0.2268
COL,El Carmen,NA,2016,Periurbano,Total,0.2068
COL,El Carmen,NA,2017,Periurbano,Indígena,0.1117
COL,El Carmen,NA,2017,Periurbano,No indígena,0.1517
COL,El Carmen,NA,2017,Periurbano,Total,0.1317
COL,El Carmen,NA,2018,Periurbano,Indígena,0.1678
COL,El Carmen,NA,2018,Periurbano,No indígena,0.2078
COL,El Carmen,NA,2018,Periurbano,Total,0.1878
COL,El Carmen,NA,2019,Periurbano,Indígena,0.2688
COL,El Carmen,NA,2019,Periurbano,No indígena,0.3088
COL,El Carmen,NA,2019,Periurbano,Total,0.2888
COL,El Carmen,NA,2020,Periurbano,Indígena,0.0695
COL,El Carmen,NA,2020,Periurbano,No indígena,0.1095
COL,El Carmen,NA,2020,Periurbano,Total,0.0895
COL,El Carmen,NA,2021,Periurbano,Indígena,0.1856
COL,El Carmen,NA,2021,Periurbano,No indígena,0.2256
COL,El Carmen,NA,2021,Periurbano,Total,0.2056
COL,El Carmen,NA,2022,Periurbano,Indígena,0.0768
COL,El Carmen,NA,2022,Periurbano,No indígena,0.1168
COL,El Carmen,NA,2022,Periurbano,Total,0.0968
COL,El Carmen,NA,2023,Periurbano,Indígena,0.2779
COL,El Carmen,NA,2023,Periurbano,No indígena,0.3179
COL,El Carmen,NA,2023,Periurbano,Total,0.2979
COL,El Carmen,NA,2024,Periurbano,Indígena,0.4179
COL,El Carmen,NA,2024,Periurbano,No indígena,0.4579
COL,El Carmen,NA,2024,Periurbano,Total,0.4379
COL,El Carmen,NA,2025,Periurbano,Indígena,0.4701
COL,El Carmen,NA,2025,Periurbano,No indígena,0.5101
COL,El Carmen,NA,2025,Periurbano,Total,0.4901
COL,El Edén,NA,2016,Periurbano,Indígena,0.0425
COL,El Edén,NA,2016,Periurbano,No indígena,0.0825
COL,El Edén,NA,2016,Periurbano,Total,0.0625
COL,El Edén,NA,2017,Periurbano,Indígena,0.3225
COL,El Edén,NA,2017,Periurbano,No indígena,0.3625
COL,El Edén,NA,2017,Periurbano,Total,0.3425
COL,El Edén,NA,2018,Periurbano,Indígena,0.3338
COL,El Edén,NA,2018,Periurbano,No indígena,0.3738
COL,El Edén,NA,2018,Periurbano,Total,0.3538
COL,El Edén,NA,2019,Periurbano,Indígena,0.4513
COL,El Edén,NA,2019,Periurbano,No indígena,0.4913
COL,El Edén,NA,2019,Periurbano,Total,0.4713
COL,El Edén,NA,2020,Periurbano,Indígena,0.3844
COL,El Edén,NA,2020,Periurbano,No indígena,0.4244
COL,El Edén,NA,2020,Periurbano,Total,0.4044
COL,El Edén,NA,2021,Periurbano,Indígena,0.4297
COL,El Edén,NA,2021,Periurbano,No indígena,0.4697
COL,El Edén,NA,2021,Periurbano,Total,0.4497
COL,El Edén,NA,2022,Periurbano,Indígena,0.5482
COL,El Edén,NA,2022,Periurbano,No indígena,0.5882
COL,El Edén,NA,2022,Periurbano,Total,0.5682
COL,El Edén,NA,2023,Periurbano,Indígena,0.5192
COL,El Edén,NA,2023,Periurbano,No indígena,0.5592
COL,El Edén,NA,2023,Periurbano,Total,0.5392
COL,El Edén,NA,2024,Periurbano,Indígena,0.4462
COL,El Edén,NA,2024,Periurbano,No indígena,0.4862
COL,El Edén,NA,2024,Periurbano,Total,0.4662
COL,El Edén,NA,2025,Periurbano,Indígena,0.4677
COL,El Edén,NA,2025,Periurbano,No indígena,0.5077
COL,El Edén,NA,2025,Periurbano,Total,0.4877
COL,El Mirador,NA,2016,Rural,Indígena,0.0634
COL,El Mirador,NA,2016,Rural,No indígena,0.1034
COL,El Mirador,NA,2016,Rural,Total,0.0834
COL,El Mirador,NA,2017,Rural,Indígena,0
COL,El Mirador,NA,2017,Rural,No indígena,0
COL,El Mirador,NA,2017,Rural,Total,0
COL,El Mirador,NA,2018,Rural,Indígena,0.1208
COL,El Mirador,NA,2018,Rural,No indígena,0.1608
COL,El Mirador,NA,2018,Rural,Total,0.1408
COL,El Mirador,NA,2019,Rural,Indígena,0.0611
COL,El Mirador,NA,2019,Rural,No indígena,0.1011
COL,El Mirador,NA,2019,Rural,Total,0.0811
COL,El Mirador,NA,2020,Rural,Indígena,0
COL,El Mirador,NA,2020,Rural,No indígena,0
COL,El Mirador,NA,2020,Rural,Total,0
COL,El Mirador,NA,2021,Rural,Indígena,0
COL,El Mirador,NA,2021,Rural,No indígena,0
COL,El Mirador,NA,2021,Rural,Total,0
COL,El Mirador,NA,2022,Rural,Indígena,0
COL,El Mirador,NA,2022,Rural,No indígena,0
COL,El Mirador,NA,2022,Rural,Total,0
COL,El Mirador,NA,2023,Rural,Indígena,0.2364
COL,El Mirador,NA,2023,Rural,No indígena,0.2764
COL,El Mirador,NA,2023,Rural,Total,0.2564
COL,El Mirador,NA,2024,Rural,Indígena,0.3919
COL,El Mirador,NA,2024,Rural,No indígena,0.4319
COL,El Mirador,NA,2024,Rural,Total,0.4119
COL,El Mirador,NA,2025,Rural,Indígena,0.3581
COL,El Mirador,NA,2025,Rural,No indígena,0.3981
COL,El Mirador,NA,2025,Rural,Total,0.3781
COL,El Porvenir,NA,2016,Rural,Indígena,0.0844
COL,El Porvenir,NA,2016,Rural,No indígena,0.1244
COL,El Porvenir,NA,2016,Rural,Total,0.1044
COL,El Porvenir,NA,2017,Rural,Indígena,0
COL,El Porvenir,NA,2017,Rural,No indígena,0.0391
COL,El Porvenir,NA,2017,Rural,Total,0.0196
COL,El Porvenir,NA,2018,Rural,Indígena,0.1187
COL,El Porvenir,NA,2018,Rural,No indígena,0.1587
COL,El Porvenir,NA,2018,Rural,Total,0.1387
COL,El Porvenir,NA,2019,Rural,Indígena,0.0882
COL,El Porvenir,NA,2019,Rural,No indígena,0.1282
COL,El Porvenir,NA,2019,Rural,Total,0.1082
COL,El Porvenir,NA,2020,Rural,Indígena,0.2495
COL,El Porvenir,NA,2020,Rural,No indígena,0.2895
COL,El Porvenir,NA,2020,Rural,Total,0.2695
COL,El Porvenir,NA,2021,Rural,Indígena,0.2053
COL,El Porvenir,NA,2021,Rural,No indígena,0.2453
COL,El Porvenir,NA,2021,Rural,Total,0.2253
COL,El Porvenir,NA,2022,Rural,Indígena,0.4811
COL,El Porvenir,NA,2022,Rural,No indígena,0.5211
COL,El Porvenir,NA,2022,Rural,Total,0.5011
COL,El Porvenir,NA,2023,Rural,Indígena,0.2199
COL,El Porvenir,NA,2023,Rural,No indígena,0.2599
COL,El Porvenir,NA,2023,Rural,Total,0.2399
COL,El Porvenir,NA,2024,Rural,Indígena,0.4915
COL,El Porvenir,NA,2024,Rural,No indígena,0.5315
COL,El Porvenir,NA,2024,Rural,Total,0.5115
COL,El Porvenir,NA,2025,Rural,Indígena,0.5766
COL,El Porvenir,NA,2025,Rural,No indígena,0.6166
COL,El Porvenir,NA,2025,Rural,Total,0.5966
COL,La Alameda,NA,2016,Rural,Indígena,0.1424
COL,La Alameda,NA,2016,Rural,No indígena,0.1824
COL,La Alameda,NA,2016,Rural,Total,0.1624
COL,La Alameda,NA,2017,Rural,Indígena,0.2724
COL,La Alameda,NA,2017,Rural,No indígena,0.3124
COL,La Alameda,NA,2017,Rural,Total,0.2924
COL,La Alameda,NA,2018,Rural,Indígena,0.4514
COL,La Alameda,NA,2018,Rural,No indígena,0.4914
COL,La Alameda,NA,2018,Rural,Total,0.4714
COL,La Alameda,NA,2019,Rural,Indígena,0.574
COL,La Alameda,NA,2019,Rural,No indígena,0.614
COL,La Alameda,NA,2019,Rural,Total,0.594
COL,La Alameda,NA,2020,Rural,Indígena,0.6193
COL,La Alameda,NA,2020,Rural,No indígena,0.6593
COL,La Alameda,NA,2020,Rural,Total,0.6393
COL,La Alameda,NA,2021,Rural,Indígena,0.079
COL,La Alameda,NA,2021,Rural,No indígena,0.119
COL,La Alameda,NA,2021,Rural,Total,0.099
COL,La Alameda,NA,2022,Rural,Indígena,0.3518
COL,La Alameda,NA,2022,Rural,No indígena,0.3918
COL,La Alameda,NA,2022,Rural,Total,0.3718
COL,La Alameda,NA,2023,Rural,Indígena,0.415
COL,La Alameda,NA,2023,Rural,No indígena,0.455
COL,La Alameda,NA,2023,Rural,Total,0.435
COL,La Alameda,NA,2024,Rural,Indígena,0.4069
COL,La Alameda,NA,2024,Rural,No indígena,0.4469
COL,La Alameda,NA,2024,Rural,Total,0.4269
COL,La Alameda,NA,2025,Rural,Indígena,0.4851
COL,La Alameda,NA,2025,Rural,No indígena,0.5251
COL,La Alameda,NA,2025,Rural,Total,0.5051
COL,La Arboleda,NA,2016,Periurbano,Indígena,0.2099
COL,La Arboleda,NA,2016,Periurbano,No indígena,0.2499
COL,La Arboleda,NA,2016,Periurbano,Total,0.2299
COL,La Arboleda,NA,2017,Periurbano,Indígena,0
COL,La Arboleda,NA,2017,Periurbano,No indígena,0
COL,La Arboleda,NA,2017,Periurbano,Total,0
COL,La Arboleda,NA,2018,Periurbano,Indígena,0.4669
COL,La Arboleda,NA,2018,Periurbano,No indígena,0.5069
COL,La Arboleda,NA,2018,Periurbano,Total,0.4869
COL,La Arboleda,NA,2019,Periurbano,Indígena,0.227
COL,La Arboleda,NA,2019,Periurbano,No indígena,0.267
COL,La Arboleda,NA,2019,Periurbano,Total,0.247
COL,La Arboleda,NA,2020,Periurbano,Indígena,0.4237
COL,La Arboleda,NA,2020,Periurbano,No indígena,0.4637
COL,La Arboleda,NA,2020,Periurbano,Total,0.4437
COL,La Arboleda,NA,2021,Periurbano,Indígena,0.043
COL,La Arboleda,NA,2021,Periurbano,No indígena,0.083
COL,La Arboleda,NA,2021,Periurbano,Total,0.063
COL,La Arboleda,NA,2022,Periurbano,Indígena,0.1843
COL,La Arboleda,NA,2022,Periurbano,No indígena,0.2243
COL,La Arboleda,NA,2022,Periurbano,Total,0.2043
COL,La Arboleda,NA,2023,Periurbano,Indígena,0.1322
COL,La Arboleda,NA,2023,Periurbano,No indígena,0.1722
COL,La Arboleda,NA,2023,Periurbano,Total,0.1522
COL,La Arboleda,NA,2024,Periurbano,Indígena,0.1701
COL,La Arboleda,NA,2024,Periurbano,No indígena,0.2101
COL,La Arboleda,NA,2024,Periurbano,Total,0.1901
COL,La Arboleda,NA,2025,Periurbano,Indígena,0.6687
COL,La Arboleda,NA,2025,Periurbano,No indígena,0.7087
COL,La Arboleda,NA,2025,Periurbano,Total,0.6887
COL,La Cañada,NA,2016,Rural,Indígena,0.0565
COL,La Cañada,NA,2016,Rural,No indígena,0.0965
COL,La Cañada,NA,2016,Rural,Total,0.0765
COL,La Cañada,NA,2017,Rural,Indígena,0.1273
COL,La Cañada,NA,2017,Rural,No indígena,0.1673
COL,La Cañada,NA,2017,Rural,Total,0.1473
COL,La Cañada,NA,2018,Rural,Indígena,0.3793
COL,La Cañada,NA,2018,Rural,No indígena,0.4193
COL,La Cañada,NA,2018,Rural,Total,0.3993
COL,La Cañada,NA,2019,Rural,Indígena,0
COL,La Cañada,NA,2019,Rural,No indígena,0
COL,La Cañada,NA,2019,Rural,Total,0
COL,La Cañada,NA,2020,Rural,Indígena,0.1683
COL,La Cañada,NA,2020,Rural,No indígena,0.2083
COL,La Cañada,NA,2020,Rural,Total,0.1883
COL,La Cañada,NA,2021,Rural,Indígena,0.4502
COL,La Cañada,NA,2021,Rural,No indígena,0.4902
COL,La Cañada,NA,2021,Rural,Total,0.4702
COL,La Cañada,NA,2022,Rural,Indígena,0.2606
COL,La Cañada,NA,2022,Rural,No indígena,0.3006
COL,La Cañada,NA,2022,Rural,Total,0.2806
COL,La Cañada,NA,2023,Rural,Indígena,0.9
COL,La Cañada,NA,2023,Rural,No indígena,0.9
COL,La Cañada,NA,2023,Rural,Total,0.9
COL,La Cañada,NA,2024,Rural,Indígena,0.52
COL,La Cañada,NA,2024,Rural,No indígena,0.56
COL,La Cañada,NA,2024,Rural,Total,0.54
COL,La Cañada,NA,2025,Rural,Indígena,0.528
COL,La Cañada,NA,2025,Rural,No indígena,0.568
COL,La Cañada,NA,2025,Rural,Total,0.548
COL,La Esperanza,NA,2016,Urbano,Indígena,0.0776
COL,La Esperanza,NA,2016,Urbano,No indígena,0.1176
COL,La Esperanza,NA,2016,Urbano,Total,0.0976
COL,La Esperanza,NA,2017,Urbano,Indígena,0.1229
COL,La Esperanza,NA,2017,Urbano,No indígena,0.1629
COL,La Esperanza,NA,2017,Urbano,Total,0.1429
COL,La Esperanza,NA,2018,Urbano,Indígena,0.0639
COL,La Esperanza,NA,2018,Urbano,No indígena,0.1039
COL,La Esperanza,NA,2018,Urbano,Total,0.0839
COL,La Esperanza,NA,2019,Urbano,Indígena,0.0918
COL,La Esperanza,NA,2019,Urbano,No indígena,0.1318
COL,La Esperanza,NA,2019,Urbano,Total,0.1118
COL,La Esperanza,NA,2020,Urbano,Indígena,0.1325
COL,La Esperanza,NA,2020,Urbano,No indígena,0.1725
COL,La Esperanza,NA,2020,Urbano,Total,0.1525
COL,La Esperanza,NA,2021,Urbano,Indígena,0.1236
COL,La Esperanza,NA,2021,Urbano,No indígena,0.1636
COL,La Esperanza,NA,2021,Urbano,Total,0.1436
COL,La Esperanza,NA,2022,Urbano,Indígena,0.2885
COL,La Esperanza,NA,2022,Urbano,No indígena,0.3285
COL,La Esperanza,NA,2022,Urbano,Total,0.3085
COL,La Esperanza,NA,2023,Urbano,Indígena,0.2407
COL,La Esperanza,NA,2023,Urbano,No indígena,0.2807
COL,La Esperanza,NA,2023,Urbano,Total,0.2607
COL,La Esperanza,NA,2024,Urbano,Indígena,0.4702
COL,La Esperanza,NA,2024,Urbano,No indígena,0.5102
COL,La Esperanza,NA,2024,Urbano,Total,0.4902
COL,La Esperanza,NA,2025,Urbano,Indígena,0.4887
COL,La Esperanza,NA,2025,Urbano,No indígena,0.5287
COL,La Esperanza,NA,2025,Urbano,Total,0.5087
COL,La Primavera,NA,2016,Periurbano,Indígena,0.0029
COL,La Primavera,NA,2016,Periurbano,No indígena,0.0429
COL,La Primavera,NA,2016,Periurbano,Total,0.0229
COL,La Primavera,NA,2017,Periurbano,Indígena,0.0481
COL,La Primavera,NA,2017,Periurbano,No indígena,0.0881
COL,La Primavera,NA,2017,Periurbano,Total,0.0681
COL,La Primavera,NA,2018,Periurbano,Indígena,0
COL,La Primavera,NA,2018,Periurbano,No indígena,0.0285
COL,La Primavera,NA,2018,Periurbano,Total,0.0142
COL,La Primavera,NA,2019,Periurbano,Indígena,0.0899
COL,La Primavera,NA,2019,Periurbano,No indígena,0.1299
COL,La Primavera,NA,2019,Periurbano,Total,0.1099
COL,La Primavera,NA,2020,Periurbano,Indígena,0.2248
COL,La Primavera,NA,2020,Periurbano,No indígena,0.2648
COL,La Primavera,NA,2020,Periurbano,Total,0.2448
COL,La Primavera,NA,2021,Periurbano,Indígena,0.417
COL,La Primavera,NA,2021,Periurbano,No indígena,0.457
COL,La Primavera,NA,2021,Periurbano,Total,0.437
COL,La Primavera,NA,2022,Periurbano,Indígena,0.4154
COL,La Primavera,NA,2022,Periurbano,No indígena,0.4554
COL,La Primavera,NA,2022,Periurbano,Total,0.4354
COL,La Primavera,NA,2023,Periurbano,Indígena,0.3368
COL,La Primavera,NA,2023,Periurbano,No indígena,0.3768
COL,La Primavera,NA,2023,Periurbano,Total,0.3568
COL,La Primavera,NA,2024,Periurbano,Indígena,0.4341
COL,La Primavera,NA,2024,Periurbano,No indígena,0.4741
COL,La Primavera,NA,2024,Periurbano,Total,0.4541
COL,La Primavera,NA,2025,Periurbano,Indígena,0.6486
COL,La Primavera,NA,2025,Periurbano,No indígena,0.6886
COL,La Primavera,NA,2025,Periurbano,Total,0.6686
COL,La Rivera,NA,2016,Urbano,Indígena,0
COL,La Rivera,NA,2016,Urbano,No indígena,0
COL,La Rivera,NA,2016,Urbano,Total,0
COL,La Rivera,NA,2017,Urbano,Indígena,0.0373
COL,La Rivera,NA,2017,Urbano,No indígena,0.0773
COL,La Rivera,NA,2017,Urbano,Total,0.0573
COL,La Rivera,NA,2018,Urbano,Indígena,0
COL,La Rivera,NA,2018,Urbano,No indígena,0.0061
COL,La Rivera,NA,2018,Urbano,Total,0.003
COL,La Rivera,NA,2019,Urbano,Indígena,0.1364
COL,La Rivera,NA,2019,Urbano,No indígena,0.1764
COL,La Rivera,NA,2019,Urbano,Total,0.1564
COL,La Rivera,NA,2020,Urbano,Indígena,0.0316
COL,La Rivera,NA,2020,Urbano,No indígena,0.0716
COL,La Rivera,NA,2020,Urbano,Total,0.0516
COL,La Rivera,NA,2021,Urbano,Indígena,0.1715
COL,La Rivera,NA,2021,Urbano,No indígena,0.2115
COL,La Rivera,NA,2021,Urbano,Total,0.1915
COL,La Rivera,NA,2022,Urbano,Indígena,0.399
COL,La Rivera,NA,2022,Urbano,No indígena,0.439
COL,La Rivera,NA,2022,Urbano,Total,0.419
COL,La Rivera,NA,2023,Urbano,Indígena,0.6777
COL,La Rivera,NA,2023,Urbano,No indígena,0.7177
COL,La Rivera,NA,2023,Urbano,Total,0.6977
COL,La Rivera,NA,2024,Urbano,Indígena,0.4554
COL,La Rivera,NA,2024,Urbano,No indígena,0.4954
COL,La Rivera,NA,2024,Urbano,Total,0.4754
COL,La Rivera,NA,2025,Urbano,Indígena,0.5031
COL,La Rivera,NA,2025,Urbano,No indígena,0.5431
COL,La Rivera,NA,2025,Urbano,Total,0.5231
COL,Las Brisas,NA,2016,Rural,Indígena,0.3419
COL,Las Brisas,NA,2016,Rural,No indígena,0.3819
COL,Las Brisas,NA,2016,Rural,Total,0.3619
COL,Las Brisas,NA,2017,Rural,Indígena,0.1406
COL,Las Brisas,NA,2017,Rural,No indígena,0.1806
COL,Las Brisas,NA,2017,Rural,Total,0.1606
COL,Las Brisas,NA,2018,Rural,Indígena,0.06
COL,Las Brisas,NA,2018,Rural,No indígena,0.1
COL,Las Brisas,NA,2018,Rural,Total,0.08
COL,Las Brisas,NA,2019,Rural,Indígena,0
COL,Las Brisas,NA,2019,Rural,No indígena,0
COL,Las Brisas,NA,2019,Rural,Total,0
COL,Las Brisas,NA,2020,Rural,Indígena,0.1973
COL,Las Brisas,NA,2020,Rural,No indígena,0.2373
COL,Las Brisas,NA,2020,Rural,Total,0.2173
COL,Las Brisas,NA,2021,Rural,Indígena,0.3117
COL,Las Brisas,NA,2021,Rural,No indígena,0.3517
COL,Las Brisas,NA,2021,Rural,Total,0.3317
COL,Las Brisas,NA,2022,Rural,Indígena,0.4644
COL,Las Brisas,NA,2022,Rural,No indígena,0.5044
COL,Las Brisas,NA,2022,Rural,Total,0.4844
COL,Las Brisas,NA,2023,Rural,Indígena,0.2737
COL,Las Brisas,NA,2023,Rural,No indígena,0.3137
COL,Las Brisas,NA,2023,Rural,Total,0.2937
COL,Las Brisas,NA,2024,Rural,Indígena,0.447
COL,Las Brisas,NA,2024,Rural,No indígena,0.487
COL,Las Brisas,NA,2024,Rural,Total,0.467
COL,Las Brisas,NA,2025,Rural,Indígena,0.4915
COL,Las Brisas,NA,2025,Rural,No indígena,0.5315
COL,Las Brisas,NA,2025,Rural,Total,0.5115
COL,Las Palmas,NA,2016,Periurbano,Indígena,0
COL,Las Palmas,NA,2016,Periurbano,No indígena,0
COL,Las Palmas,NA,2016,Periurbano,Total,0
COL,Las Palmas,NA,2017,Periurbano,Indígena,0.0886
COL,Las Palmas,NA,2017,Periurbano,No indígena,0.1286
COL,Las Palmas,NA,2017,Periurbano,Total,0.1086
COL,Las Palmas,NA,2018,Periurbano,Indígena,0.1921
COL,Las Palmas,NA,2018,Periurbano,No indígena,0.2321
COL,Las Palmas,NA,2018,Periurbano,Total,0.2121
COL,Las Palmas,NA,2019,Periurbano,Indígena,0.0553
COL,Las Palmas,NA,2019,Periurbano,No indígena,0.0953
COL,Las Palmas,NA,2019,Periurbano,Total,0.0753
COL,Las Palmas,NA,2020,Periurbano,Indígena,0.3038
COL,Las Palmas,NA,2020,Periurbano,No indígena,0.3438
COL,Las Palmas,NA,2020,Periurbano,Total,0.3238
COL,Las Palmas,NA,2021,Periurbano,Indígena,0.1251
COL,Las Palmas,NA,2021,Periurbano,No indígena,0.1651
COL,Las Palmas,NA,2021,Periurbano,Total,0.1451
COL,Las Palmas,NA,2022,Periurbano,Indígena,0.4942
COL,Las Palmas,NA,2022,Periurbano,No indígena,0.5342
COL,Las Palmas,NA,2022,Periurbano,Total,0.5142
COL,Las Palmas,NA,2023,Periurbano,Indígena,0.5172
COL,Las Palmas,NA,2023,Periurbano,No indígena,0.5572
COL,Las Palmas,NA,2023,Periurbano,Total,0.5372
COL,Las Palmas,NA,2024,Periurbano,Indígena,0.631
COL,Las Palmas,NA,2024,Periurbano,No indígena,0.671
COL,Las Palmas,NA,2024,Periurbano,Total,0.651
COL,Las Palmas,NA,2025,Periurbano,Indígena,0.683
COL,Las Palmas,NA,2025,Periurbano,No indígena,0.723
COL,Las Palmas,NA,2025,Periurbano,Total,0.703
COL,Los Arrayanes,NA,2016,Rural,Indígena,0
COL,Los Arrayanes,NA,2016,Rural,No indígena,0
COL,Los Arrayanes,NA,2016,Rural,Total,0
COL,Los Arrayanes,NA,2017,Rural,Indígena,0.2986
COL,Los Arrayanes,NA,2017,Rural,No indígena,0.3386
COL,Los Arrayanes,NA,2017,Rural,Total,0.3186
COL,Los Arrayanes,NA,2018,Rural,Indígena,0.374
COL,Los Arrayanes,NA,2018,Rural,No indígena,0.414
COL,Los Arrayanes,NA,2018,Rural,Total,0.394
COL,Los Arrayanes,NA,2019,Rural,Indígena,0.2825
COL,Los Arrayanes,NA,2019,Rural,No indígena,0.3225
COL,Los Arrayanes,NA,2019,Rural,Total,0.3025
COL,Los Arrayanes,NA,2020,Rural,Indígena,0.1617
COL,Los Arrayanes,NA,2020,Rural,No indígena,0.2017
COL,Los Arrayanes,NA,2020,Rural,Total,0.1817
COL,Los Arrayanes,NA,2021,Rural,Indígena,0.0833
COL,Los Arrayanes,NA,2021,Rural,No indígena,0.1233
